skill_name,folder_name,source_repo,category,description,file_count,archive_path
bio-sra-data,sra-data,bioskills,single-cell,"Download raw sequencing reads from NCBI SRA using sra-tools (prefetch, fasterq-dump, vdb-validate) or the ENA mirror. Use when pulling FASTQ for SRR/ERR/DRR accessions, deciding between SRA-direct, ENA mirror, or AWS/GCP cloud mirror (STRIDES), handling --include-technical for 10x and other single-cell records, validating with MD5/vdb-validate, navigating SRR/SRX/SRS/SRP/PRJNA hierarchy, or finding accessions via pysradb. Encodes SRA cloud-egress economics, the fasterq-dump uncompressed-scratch trap, and the --max-size default that silently truncates large prefetches.",7,bioskills/database-access/sra-data
bio-structural-biology-alphafold-predictions,alphafold-predictions,bioskills,proteomics,"Access and analyze AlphaFold protein structure predictions. Use when predicted structures are needed for proteins without experimental structures, or for confidence scores (pLDDT).",4,bioskills/structural-biology/alphafold-predictions
bio-structural-biology-modern-structure-prediction,modern-structure-prediction,bioskills,proteomics,"Predict protein structures using modern ML models including AlphaFold3, ESMFold, Chai-1, and Boltz-1. Use when predicting structures for novel proteins, protein complexes, or when comparing predictions across multiple methods.",5,bioskills/structural-biology/modern-structure-prediction
bio-substructure-search,substructure-search,bioskills,proteomics,"Searches molecular libraries for substructure matches using SMARTS patterns with explicit handling of recursive SMARTS, ring membership, aromaticity dialect, vector binding, atom map indices, and reactive/PAINS/REOS/Brenk/Aldridge filter catalogs. Use when filtering compounds by pharmacophore features, functional groups, scaffold matches, or screening for assay-interference / structural alerts.",4,bioskills/chemoinformatics/substructure-search
bio-systems-biology-context-specific-models,context-specific-models,bioskills,single-cell,"Build tissue and condition-specific metabolic models using GIMME, iMAT, and INIT algorithms with expression data constraints. Create models that reflect cell-type specific metabolism. Use when building tissue-specific metabolic models or integrating transcriptomics with FBA.",4,bioskills/systems-biology/context-specific-models
bio-systems-biology-flux-balance-analysis,flux-balance-analysis,bioskills,genomics,"Perform flux balance analysis (FBA) and flux variability analysis (FVA) on genome-scale metabolic models using COBRApy. Predict growth rates, metabolic fluxes, and optimal resource utilization. Use when predicting metabolic phenotypes or optimizing flux distributions.",4,bioskills/systems-biology/flux-balance-analysis
bio-systems-biology-gene-essentiality,gene-essentiality,bioskills,clinical,Perform in silico gene knockout analysis and synthetic lethality screens using COBRApy single and double deletions. Predict essential genes and identify synthetic lethal pairs for drug target discovery. Use when identifying essential genes or finding synthetic lethal drug targets.,4,bioskills/systems-biology/gene-essentiality
bio-systems-biology-metabolic-reconstruction,metabolic-reconstruction,bioskills,genomics,Build genome-scale metabolic models from genome sequences using CarveMe and gapseq for automated reconstruction. Generate draft models ready for curation and analysis. Use when creating metabolic models for organisms without existing models.,4,bioskills/systems-biology/metabolic-reconstruction
bio-systems-biology-model-curation,model-curation,bioskills,genomics,"Validate, gap-fill, and curate genome-scale metabolic models using memote for quality scores and COBRApy for manual curation. Ensure models meet SBML standards and produce biologically meaningful predictions. Use when improving draft models or preparing models for publication.",4,bioskills/systems-biology/model-curation
bio-tcr-bcr-analysis-immcantation-analysis,immcantation-analysis,bioskills,protein-design,"Analyze BCR repertoires for somatic hypermutation, clonal lineages, and B cell phylogenetics using the Immcantation framework. Use when studying B cell affinity maturation, germinal center dynamics, or antibody evolution.",4,bioskills/tcr-bcr-analysis/immcantation-analysis
bio-tcr-bcr-analysis-mixcr-analysis,mixcr-analysis,bioskills,genomics,Perform V(D)J alignment and clonotype assembly from TCR-seq or BCR-seq data using MiXCR. Use when processing raw immune repertoire sequencing data to identify clonotypes and their frequencies.,4,bioskills/tcr-bcr-analysis/mixcr-analysis
bio-tcr-bcr-analysis-repertoire-visualization,repertoire-visualization,bioskills,visualization,"Create publication-quality visualizations of immune repertoire data including circos plots, clone tracking, diversity plots, and network graphs. Use when generating figures for repertoire comparisons, clonal dynamics, or V(D)J gene usage.",4,bioskills/tcr-bcr-analysis/repertoire-visualization
bio-tcr-bcr-analysis-scirpy-analysis,scirpy-analysis,bioskills,single-cell,Analyze single-cell TCR and BCR data integrated with gene expression using scirpy. Use when working with 10x Genomics VDJ data alongside scRNA-seq or when integrating immune receptor information with cell state analysis.,4,bioskills/tcr-bcr-analysis/scirpy-analysis
bio-tcr-bcr-analysis-vdjtools-analysis,vdjtools-analysis,bioskills,genomics,"Calculate immune repertoire diversity metrics, compare samples, and track clonal dynamics using VDJtools. Use when analyzing repertoire diversity, finding shared clonotypes, or comparing immune profiles between conditions.",4,bioskills/tcr-bcr-analysis/vdjtools-analysis
bio-temporal-genomics-circadian-rhythms,circadian-rhythms,bioskills,genomics,"Detects circadian and ultradian rhythms in time-series omics data using CosinorPy cosinor models, MetaCycle (JTK_CYCLE, ARSER), and RAIN non-parametric tests. Fits cosine models to estimate phase and amplitude, tests rhythmicity significance at pre-specified periods. Use when testing for 24-hour or other known-period oscillations in circadian, feeding-fasting, or light-dark cycle experiments. Not for unknown-period discovery (see temporal-genomics/periodicity-detection).",5,bioskills/temporal-genomics/circadian-rhythms
bio-temporal-genomics-periodicity-detection,periodicity-detection,bioskills,genomics,"Discovers periodic signals of unknown period in time-series omics data using Lomb-Scargle periodograms (scipy), autocorrelation, and wavelet time-frequency decomposition (pywt). Identifies dominant frequencies, handles irregularly sampled data, and detects transient periodicity. Use when searching for periodic patterns of unknown period length, analyzing cell cycle oscillations, or processing unevenly spaced time-series. Not for testing known 24-hour rhythms (see temporal-genomics/circadian-rhythms).",5,bioskills/temporal-genomics/periodicity-detection
bio-temporal-genomics-temporal-clustering,temporal-clustering,bioskills,genomics,"Clusters genes by temporal expression profile shape using Mfuzz soft clustering, TCseq, and DEGreport degPatterns. Groups co-regulated genes into shared trajectory patterns via fuzzy c-means or hierarchical approaches. Use when categorizing temporally dynamic genes into response groups or identifying co-expression modules across time points. Requires temporally variable genes identified first (see differential-expression/timeseries-de).",5,bioskills/temporal-genomics/temporal-clustering
bio-temporal-genomics-temporal-grn,temporal-grn,bioskills,genomics,"Infers dynamic gene regulatory networks from bulk time-series expression data using Granger causality (statsmodels), dynGENIE3 (Extra-Trees on ODE-derived expression derivatives), and dynamic Bayesian networks (bnlearn). Identifies time-delayed regulatory relationships and tracks network rewiring across conditions. Use when inferring causal regulatory relationships from bulk temporal expression data or detecting TF influence propagation over time. Not for static co-expression networks (see gene-regulatory-networks/coexpression-networks).",5,bioskills/temporal-genomics/temporal-grn
bio-temporal-genomics-trajectory-modeling,trajectory-modeling,bioskills,single-cell,"Models continuous temporal trajectories from bulk or time-resolved omics data using generalized additive models (mgcv), spline regression, and changepoint detection (segmented, ruptures). Fits smooth gene expression curves and tests trajectory differences between conditions. Use when fitting non-linear temporal models to bulk time-series data or comparing developmental trajectories across conditions. Not for single-cell pseudotime (see single-cell/trajectory-inference).",5,bioskills/temporal-genomics/trajectory-modeling
bio-transcription-translation,transcription-translation,bioskills,proteomics,"Transcribe DNA to RNA and translate to protein using Biopython. Use when converting between DNA, RNA, and protein sequences, finding ORFs, or using alternative codon tables.",6,bioskills/sequence-manipulation/transcription-translation
bio-tumor-fraction-estimation,tumor-fraction-estimation,bioskills,genomics,Estimates circulating tumor DNA fraction from shallow whole-genome sequencing using ichorCNA. Detects copy number alterations via HMM segmentation and calculates ctDNA percentage. Requires 0.1-1x sWGS coverage. Use when quantifying tumor burden from liquid biopsy or monitoring treatment response.,4,bioskills/liquid-biopsy/tumor-fraction-estimation
bio-uniprot-access,uniprot-access,bioskills,genomics,"Query UniProt's REST API (post-2022 endpoint at rest.uniprot.org) for protein sequences, annotations, GO terms, cross-references, ID mappings, and proteomes. Use when fetching UniProtKB entries, navigating the JSON schema, choosing between UniProtKB/UniRef/UniParc/Proteomes resources, deciding stream vs search endpoint for batch retrieval, running ID-mapping jobs with the async pattern, handling isoform suffixes, or filtering reviewed Swiss-Prot vs auto-annotated TrEMBL. Encodes the legacy URL migration (2022), the new JSON schema layout, and bulk-pull patterns.",5,bioskills/database-access/uniprot-access
bio-variant-annotation,variant-annotation,bioskills,genomics,"Comprehensive variant annotation using bcftools annotate/csq, VEP, SnpEff, and ANNOVAR. Add database annotations, predict functional consequences, and assess clinical significance with MANE transcript selection and pathogenicity scoring. Use when annotating variants with functional and clinical information.",4,bioskills/variant-calling/variant-annotation
bio-variant-calling,variant-calling,bioskills,genomics,Call SNPs and indels from aligned reads using bcftools mpileup and call. Use when detecting variants from BAM files or generating VCF from alignments.,4,bioskills/variant-calling/variant-calling
bio-variant-calling-clinical-interpretation,clinical-interpretation,bioskills,genomics,"Clinical variant interpretation using ClinVar, ACMG guidelines, and pathogenicity predictors. Prioritize variants for diagnostic and research applications. Use when interpreting clinical significance of variants.",4,bioskills/variant-calling/clinical-interpretation
bio-variant-calling-deepvariant,deepvariant,bioskills,genomics,"Deep learning-based variant calling with Google DeepVariant. Provides high accuracy for germline SNPs and indels from Illumina, PacBio, and ONT data. Use when calling variants with DeepVariant deep learning caller or when highest germline calling accuracy is required.",4,bioskills/variant-calling/deepvariant
bio-variant-calling-filtering-best-practices,filtering-best-practices,bioskills,genomics,"Comprehensive variant filtering including GATK VQSR, hard filters, bcftools expressions, and quality metric interpretation for SNPs and indels. Use when filtering variants using GATK best practices.",4,bioskills/variant-calling/filtering-best-practices
bio-variant-calling-joint-calling,joint-calling,bioskills,genomics,"Joint genotype calling across multiple samples using GATK CombineGVCFs and GenotypeGVCFs. Essential for cohort studies, population genetics, and leveraging VQSR. Use when performing joint genotyping across multiple samples.",4,bioskills/variant-calling/joint-calling
bio-variant-calling-structural-variant-calling,structural-variant-calling,bioskills,genomics,"Call structural variants (SVs) from sequencing data using Manta, Delly, GRIDSS, and LUMPY. Detects deletions, insertions, inversions, duplications, and translocations too large for standard SNV callers. Use when detecting structural variants from short-read or long-read data and building consensus callsets.",4,bioskills/variant-calling/structural-variant-calling
bio-variant-normalization,variant-normalization,bioskills,genomics,"Normalize indel representation, decompose MNPs, and split multiallelic variants using bcftools norm. Use when comparing variants from different callers, preparing VCF for database annotation, or merging VCFs from multiple sources.",4,bioskills/variant-calling/variant-normalization
bio-vcf-basics,vcf-basics,bioskills,genomics,"View, query, and understand VCF/BCF variant files using bcftools and cyvcf2. Use when inspecting variants, extracting specific fields, or understanding VCF format structure.",4,bioskills/variant-calling/vcf-basics
bio-vcf-manipulation,vcf-manipulation,bioskills,genomics,"Merge, concatenate, sort, intersect, and subset VCF files using bcftools. Use when combining variant files, comparing call sets, or restructuring VCF data.",4,bioskills/variant-calling/vcf-manipulation
bio-vcf-statistics,vcf-statistics,bioskills,genomics,"Generate variant statistics, sample concordance, and quality metrics using bcftools stats and gtcheck. Use when evaluating variant quality, comparing samples, or summarizing VCF contents.",4,bioskills/variant-calling/vcf-statistics
bio-virtual-screening,virtual-screening,bioskills,proteomics,"Performs structure-based virtual screening using AutoDock Vina, SMINA, GNINA (CNN scoring), and DiffDock-L hybrid workflows with explicit choice rules across rigid vs flexible docking, cross-docking vs self-docking, binding-site detection (P2Rank, fpocket), receptor preparation (PDB2PQR, PROPKA), ligand preparation (meeko, OpenBabel), and ultralarge-library screening (ZINC22, Enamine REAL). Use when screening chemical libraries against a protein target to find candidate binders, ranking docking poses, or selecting a docking workflow for a specific scenario.",4,bioskills/chemoinformatics/virtual-screening
bio-workflow-management-cwl-workflows,cwl-workflows,bioskills,workflow,"Create portable, standards-based bioinformatics pipelines with Common Workflow Language (CWL). Use when building workflows that need maximum portability across execution platforms, sharing pipelines with collaborators using different systems, or contributing to community workflow registries.",4,bioskills/workflow-management/cwl-workflows
bio-workflow-management-nextflow-pipelines,nextflow-pipelines,bioskills,workflow,"Create scalable, containerized bioinformatics pipelines with Nextflow DSL2 supporting Docker, Singularity, and cloud execution. Use when building portable pipelines with container support, running workflows on cloud platforms (AWS, Google Cloud), or leveraging nf-core community pipelines.",4,bioskills/workflow-management/nextflow-pipelines
bio-workflow-management-snakemake-workflows,snakemake-workflows,bioskills,workflow,"Build reproducible bioinformatics pipelines with Snakemake using rules, wildcards, and automatic dependency resolution. Use when creating Python-based workflows, automating multi-step analyses with make-like dependency tracking, or running pipelines on HPC clusters with SLURM.",4,bioskills/workflow-management/snakemake-workflows
bio-workflow-management-wdl-workflows,wdl-workflows,bioskills,workflow,"Create portable bioinformatics pipelines with Workflow Description Language (WDL) using Cromwell or miniwdl execution engines. Use when running GATK best practices pipelines, working with Terra/AnVIL platforms, or building workflows for cloud execution on Google Cloud or AWS.",4,bioskills/workflow-management/wdl-workflows
bio-workflows-atacseq-pipeline,atacseq-pipeline,bioskills,genomics,"End-to-end ATAC-seq workflow from FASTQ files to differential accessibility and TF footprinting. Covers alignment, peak calling with MACS3, QC metrics, and optional TOBIAS footprinting. Use when running end-to-end ATAC-seq analysis from FASTQ to differential accessibility.",5,bioskills/workflows/atacseq-pipeline
bio-workflows-biomarker-pipeline,biomarker-pipeline,bioskills,transcriptomics,"End-to-end biomarker discovery workflow from expression data to validated biomarker panels. Covers feature selection with Boruta/LASSO, classifier training with nested CV, and SHAP interpretation. Use when building and validating diagnostic or prognostic biomarker signatures from omics data.",4,bioskills/workflows/biomarker-pipeline
bio-workflows-causal-genomics-pipeline,causal-genomics-pipeline,bioskills,genomics,"End-to-end post-GWAS causal inference pipeline orchestrating heritability partitioning, genetic correlation, Mendelian randomization with CHP-aware sensitivity (CAUSE / LHC-MR), colocalization, fine-mapping with SuSiE / FOCUS, mediation, TWAS triangulation, cis-pQTL drug-target MR, effector-gene prioritization (L2G / PoPS / cS2G), and GenomicSEM common-factor GWAS. Use when triangulating causal inference across multiple complementary methods, prioritizing tissues via stratified LDSC, nominating or de-risking drug targets, mapping a lead SNP to a candidate effector gene, modeling shared genetic architecture across correlated traits, or producing a STROBE-MR-compliant publication-grade evidence battery from GWAS summary statistics.",4,bioskills/workflows/causal-genomics-pipeline
bio-workflows-chipseq-pipeline,chipseq-pipeline,bioskills,genomics,"End-to-end ChIP-seq workflow from FASTQ files to annotated peaks. Covers QC, alignment, peak calling with MACS3 (or HOMER), and peak annotation with ChIPseeker. Use when processing ChIP-seq data from alignment through peak annotation.",5,bioskills/workflows/chipseq-pipeline
bio-workflows-clinical-trial-pipeline,clinical-trial-pipeline,bioskills,clinical,"End-to-end clinical trial analysis workflow from CDISC SDTM/ADaM loading through ICH E9(R1) estimand-driven primary analysis to CONSORT 2025 regulatory-compliant reporting. Covers data preparation, FDA 2023 marginal vs conditional logistic regression, categorical tests with Boschloo, modern HTE/subgroup methods, missing-data sensitivity (MMRM, reference-based MI, Permutt tipping point), graphical multiplicity (Bretz-Maurer), survival analysis (Cox/RMST/competing risks) when applicable, and Table 1. Use when performing a complete analysis of clinical trial data.",4,bioskills/workflows/clinical-trial-pipeline
bio-workflows-clip-pipeline,clip-pipeline,bioskills,genomics,"End-to-end CLIP-seq pipeline from FASTQ to ENCODE-compliant binding sites, single-nucleotide crosslink maps, annotation, motifs, and (optionally) differential binding. Use when running the full Yeo lab eCLIP / iCLIP / iCLIP2 / iCLIP3 / irCLIP / PAR-CLIP analysis with SMInput control, protocol-specific UMI extraction, ENCODE STAR parameters, CLIPper or Skipper peak calling with stringent log2 FC and -log10 p thresholds, IDR rescue and self-consistency QC, and downstream motif registration with mCross or PEKA.",4,bioskills/workflows/clip-pipeline
bio-workflows-cnv-pipeline,cnv-pipeline,bioskills,genomics,End-to-end copy number variant detection workflow from BAM files. Covers CNVkit analysis for exome/targeted sequencing with visualization and annotation. Use when detecting copy number alterations from sequencing data.,4,bioskills/workflows/cnv-pipeline
bio-workflows-crispr-editing-pipeline,crispr-editing-pipeline,bioskills,workflow,"End-to-end CRISPR experiment design from target selection to delivery-ready constructs. Covers guide RNA design, off-target assessment, and specialized editing strategies including knockouts, base editing, and HDR knockins. Use when designing complete CRISPR editing experiments for gene knockout, correction, or tagging.",4,bioskills/workflows/crispr-editing-pipeline
bio-workflows-crispr-screen-pipeline,crispr-screen-pipeline,bioskills,single-cell,"End-to-end pooled and single-cell CRISPR screen analysis from FASTQ to hit genes. Orchestrates library design QC, guide counting, six-stage screen QC (plasmid Gini, replicate Pearson, CEGv2 PR-AUC, copy-number artifact), method-appropriate hit calling across MAGeCK RRA/MLE, BAGEL2, drugZ, JACKS, and Chronos, cancer-cell-line copy-number correction (CRISPRcleanR / Chronos), batch correction for multi-batch screens, and the specialized branches for combinatorial paralog screens, single-cell Perturb-seq, base-editor variant-function screens, prime-editor screens, and in vivo bottleneck-aware screens. Use when analyzing any pooled CRISPR screen end-to-end, choosing the correct hit-calling method by experimental design, integrating copy-number correction into the pipeline, or branching the workflow for single-cell, combinatorial, base-editor, prime-editor, or in vivo variants.",4,bioskills/workflows/crispr-screen-pipeline
bio-workflows-cytometry-pipeline,cytometry-pipeline,bioskills,workflow,"End-to-end flow cytometry workflow from FCS files to differential analysis. Orchestrates compensation, transformation, gating/clustering, and statistical testing with CATALYST/diffcyt. Use when processing flow or mass cytometry data end-to-end.",4,bioskills/workflows/cytometry-pipeline
bio-workflows-edna-pipeline,edna-pipeline,bioskills,genomics,"End-to-end eDNA metabarcoding from raw amplicons to community ecology. Covers QC, primer removal, denoising with OBITools3 or DADA2, contamination filtering, taxonomy assignment, Hill number diversity, and constrained ordination. Use when processing environmental DNA samples for biodiversity assessment or ecological surveys.",5,bioskills/workflows/edna-pipeline
bio-workflows-expression-to-pathways,expression-to-pathways,bioskills,transcriptomics,"Workflow from differential expression results to functional enrichment analysis. Covers GO, KEGG, Reactome enrichment with clusterProfiler and visualization. Use when taking DE results to pathway enrichment.",4,bioskills/workflows/expression-to-pathways
bio-workflows-fastq-to-variants,fastq-to-variants,bioskills,genomics,"End-to-end DNA sequencing workflow from FASTQ files to variant calls. Covers QC, alignment with BWA, BAM processing, and variant calling with bcftools or GATK HaplotypeCaller. Use when calling variants from raw sequencing reads.",5,bioskills/workflows/fastq-to-variants
bio-workflows-genome-annotation-pipeline,genome-annotation-pipeline,bioskills,genomics,"End-to-end genome annotation pipeline from assembled contigs to functional annotation, covering repeat masking, gene prediction, and functional assignment for both prokaryotic and eukaryotic genomes. Use when annotating a newly assembled genome from scratch.",5,bioskills/workflows/genome-annotation-pipeline
bio-workflows-genome-assembly-pipeline,genome-assembly-pipeline,bioskills,genomics,"End-to-end genome assembly workflow from reads to polished assembly with QC. Supports short reads (SPAdes), long reads (Flye), and hybrid approaches. Use when assembling genomes from raw reads.",4,bioskills/workflows/genome-assembly-pipeline
bio-workflows-grn-pipeline,grn-pipeline,bioskills,single-cell,End-to-end gene regulatory network inference pipeline from processed single-cell data to regulon discovery and perturbation simulation. Supports RNA-only (pySCENIC) and multiome (SCENIC+) paths. Use when building gene regulatory networks from single-cell transcriptomic or multiome data.,5,bioskills/workflows/grn-pipeline
bio-workflows-gwas-pipeline,gwas-pipeline,bioskills,genomics,"End-to-end GWAS workflow from VCF to association results. Covers PLINK QC, population structure correction, and association testing for case-control or quantitative traits. Use when running genome-wide association studies.",4,bioskills/workflows/gwas-pipeline
bio-workflows-hic-pipeline,hic-pipeline,bioskills,visualization,"End-to-end Hi-C analysis workflow from contact pairs to compartments, TADs, and loops. Covers cooler matrices, cooltools analysis, and visualization. Use when processing Hi-C data to compartments and TADs.",4,bioskills/workflows/hic-pipeline
bio-workflows-imc-pipeline,imc-pipeline,bioskills,workflow,"End-to-end imaging mass cytometry workflow from raw acquisitions to spatial cell analysis. Orchestrates image preprocessing, segmentation, phenotyping, and spatial statistics. Use when analyzing imaging mass cytometry data end-to-end.",4,bioskills/workflows/imc-pipeline
bio-workflows-longread-sv-pipeline,longread-sv-pipeline,bioskills,genomics,End-to-end workflow for detecting structural variants from long-read sequencing data. Covers ONT/PacBio alignment with minimap2 and SV calling with Sniffles or cuteSV. Use when detecting structural variants from long reads.,4,bioskills/workflows/longread-sv-pipeline
bio-workflows-merip-pipeline,merip-pipeline,bioskills,genomics,End-to-end MeRIP-seq analysis from FASTQ to m6A peaks and differential methylation. Use when analyzing epitranscriptomic m6A modifications from immunoprecipitation data.,4,bioskills/workflows/merip-pipeline
bio-workflows-metabolic-modeling-pipeline,metabolic-modeling-pipeline,bioskills,genomics,"End-to-end genome-scale metabolic modeling from genome sequence to flux predictions. Covers automated reconstruction with CarveMe, model validation with memote, FBA/FVA analysis, and gene essentiality prediction. Use when building metabolic models or predicting metabolic phenotypes from genomic data.",4,bioskills/workflows/metabolic-modeling-pipeline
bio-workflows-metabolomics-pipeline,metabolomics-pipeline,bioskills,genomics,"End-to-end metabolomics workflow from raw MS data to pathway analysis. Orchestrates XCMS preprocessing, annotation, normalization, statistical analysis, and pathway mapping. Use when processing LC-MS metabolomics data.",4,bioskills/workflows/metabolomics-pipeline
bio-workflows-metagenomics-pipeline,metagenomics-pipeline,bioskills,genomics,"End-to-end metagenomics workflow from FASTQ to taxonomic and functional profiles. Covers Kraken2 classification, Bracken abundance estimation, and HUMAnN functional profiling. Use when profiling metagenomic samples.",4,bioskills/workflows/metagenomics-pipeline
bio-workflows-methylation-pipeline,methylation-pipeline,bioskills,genomics,"End-to-end bisulfite sequencing workflow from FASTQ to differentially methylated regions. Covers Bismark alignment, methylation calling, and DMR detection with methylKit. Use when analyzing bisulfite sequencing data.",4,bioskills/workflows/methylation-pipeline
bio-workflows-microbiome-pipeline,microbiome-pipeline,bioskills,genomics,"End-to-end 16S amplicon workflow from FASTQ reads to differential abundance. Orchestrates DADA2 ASV inference, taxonomy assignment, diversity analysis, and compositional testing with ALDEx2. Use when processing 16S/ITS amplicon data.",4,bioskills/workflows/microbiome-pipeline
bio-workflows-multi-omics-pipeline,multi-omics-pipeline,bioskills,transcriptomics,"End-to-end multi-omics integration workflow. Orchestrates data harmonization, MOFA/mixOmics integration, factor interpretation, and downstream analysis across transcriptomics, proteomics, metabolomics, and other modalities. Use when integrating multiple omics datasets.",4,bioskills/workflows/multi-omics-pipeline
bio-workflows-multiome-pipeline,multiome-pipeline,bioskills,single-cell,"End-to-end multiome workflow for joint scRNA-seq + scATAC-seq analysis. Covers data loading, separate modality processing, and WNN integration with Seurat/Signac. Use when analyzing joint scRNA+scATAC data.",4,bioskills/workflows/multiome-pipeline
bio-workflows-neoantigen-pipeline,neoantigen-pipeline,bioskills,genomics,"End-to-end neoantigen discovery from somatic variants to ranked vaccine candidates. Integrates HLA typing, MHC binding prediction, pVACtools neoantigen calling, and immunogenicity scoring. Use when identifying tumor neoantigens for personalized vaccine design or checkpoint biomarkers.",4,bioskills/workflows/neoantigen-pipeline
bio-workflows-outbreak-pipeline,outbreak-pipeline,bioskills,clinical,"End-to-end outbreak investigation from pathogen isolates to transmission networks. Orchestrates MLST typing, AMR surveillance, phylodynamic dating, and transmission inference with TransPhylo. Use when investigating disease outbreaks or tracking pathogen transmission chains.",4,bioskills/workflows/outbreak-pipeline
bio-workflows-proteomics-pipeline,proteomics-pipeline,bioskills,transcriptomics,"End-to-end proteomics workflow from MaxQuant output to differential protein abundance. Orchestrates data import, normalization, imputation, and statistical testing with limma (default) or MSstats for complex feature-level designs. Use when processing mass spectrometry proteomics.",4,bioskills/workflows/proteomics-pipeline
bio-workflows-riboseq-pipeline,riboseq-pipeline,bioskills,genomics,End-to-end Ribo-seq analysis from FASTQ to translation efficiency and ORF detection. Use when analyzing ribosome profiling data to study translation.,4,bioskills/workflows/riboseq-pipeline
bio-workflows-rnaseq-to-de,rnaseq-to-de,bioskills,genomics,"End-to-end RNA-seq workflow from FASTQ files to differential expression results. Covers QC, quantification (Salmon or STAR+featureCounts), and DESeq2 analysis with visualization. Use when running RNA-seq from FASTQ to DE results.",5,bioskills/workflows/rnaseq-to-de
bio-workflows-scrnaseq-pipeline,scrnaseq-pipeline,bioskills,single-cell,"End-to-end single-cell RNA-seq workflow from 10X Genomics data to annotated cell types. Covers QC, normalization, clustering, marker detection, and cell type annotation. Use when analyzing single-cell RNA-seq data.",5,bioskills/workflows/scrnaseq-pipeline
bio-workflows-smrna-pipeline,smrna-pipeline,bioskills,genomics,"End-to-end small RNA-seq analysis from FASTQ to differential miRNA expression. Use when analyzing miRNA, piRNA, or other small RNA sequencing data.",4,bioskills/workflows/smrna-pipeline
bio-workflows-somatic-variant-pipeline,somatic-variant-pipeline,bioskills,genomics,"End-to-end somatic variant calling from tumor-normal paired samples using Mutect2 or Strelka2. Covers preprocessing, variant calling, filtering, and annotation for cancer genomics. Use when calling somatic mutations from tumor-normal pairs.",4,bioskills/workflows/somatic-variant-pipeline
bio-workflows-spatial-pipeline,spatial-pipeline,bioskills,transcriptomics,"End-to-end spatial transcriptomics workflow for Visium/Xenium data. Covers data loading, preprocessing, spatial analysis, domain detection, and visualization with Squidpy. Use when analyzing spatial transcriptomics data.",4,bioskills/workflows/spatial-pipeline
bio-workflows-tcr-pipeline,tcr-pipeline,bioskills,single-cell,End-to-end TCR/BCR repertoire analysis from FASTQ to clonotype diversity metrics. Use when analyzing immune repertoire sequencing data from bulk or single-cell experiments.,4,bioskills/workflows/tcr-pipeline
bio-workflows-timecourse-pipeline,timecourse-pipeline,bioskills,transcriptomics,"End-to-end time-course analysis from expression matrix to temporal patterns and enrichment. Covers temporal DE, Mfuzz soft clustering, optional rhythm detection, GAM trajectory fitting, and per-cluster pathway enrichment. Use when analyzing bulk time-series expression experiments from any omics platform.",5,bioskills/workflows/timecourse-pipeline
bio-write-sequences,write-sequences,bioskills,genomics,"Write biological sequences to files (FASTA, FASTQ, GenBank, EMBL) using Biopython Bio.SeqIO. Use when saving sequences, creating new sequence files, or outputting modified records.",4,bioskills/sequence-io/write-sequences
bioskills,bioskills-installer,bioskills,single-cell,"""Installs 425 bioinformatics skills covering sequence analysis, RNA-seq, single-cell, variant calling, metagenomics, structural biology, and 56 more categories. Use when setting up bioinformatics capabilities or when a bioinformatics task requires specialized skills not yet installed.""",3,bioskills/bioskills-installer
affinity-proteomics,affinity-proteomics,clawbio,proteomics,"Unified analysis pipeline for affinity-based proteomics platforms — Olink (PEA, NPX) and SomaLogic SomaScan (SOMAmer,",9,clawbio/affinity-proteomics
analyze-fasta,analyze-fasta,clawbio,genomics,"Analyze a single FASTA file (nucleotide or protein), compute sequence-level metrics (GC, ORFs, MW, pI, GRAVY, secondary-structure fractions) with Biopython, and write a Markdown report plus structured JSON for downstream chaining.",7,clawbio/analyze-fasta
archaic-introgression,archaic-introgression,clawbio,genomics,Detect Neanderthal and Denisovan introgression segments from modern human genomes,10,clawbio/archaic-introgression
bgpt-mcp,bgpt-mcp,clawbio,proteomics,"Search scientific papers via the BGPT MCP server and retrieve structured experimental data — methods, results,",3,clawbio/bgpt-mcp
bio-orchestrator,bio-orchestrator,clawbio,bioinformatics-general,"Meta-agent that routes bioinformatics requests to specialised sub-skills. Handles file type detection, analysis",5,clawbio/bio-orchestrator
bioconductor-bridge,bioconductor-bridge,clawbio,workflow,"Bioconductor package discovery, workflow recommendation, setup inspection, and starter code generation grounded",6,clawbio/bioconductor-bridge
cell-detection,cell-detection,clawbio,genomics,Cell segmentation in fluorescence microscopy images. Supports Cellpose/cpsam (Cellpose 4.0) with additional backends,5,clawbio/cell-detection
claw-ancestry-pca,claw-ancestry-pca,clawbio,genomics,Ancestry decomposition PCA against the Simons Genome Diversity Project,5,clawbio/claw-ancestry-pca
claw-metagenomics,claw-metagenomics,clawbio,genomics,"Shotgun metagenomics profiling — taxonomy, resistome, and functional pathways",2,clawbio/claw-metagenomics
claw-semantic-sim,claw-semantic-sim,clawbio,clinical,Semantic Similarity Index for disease research literature using PubMedBERT embeddings,1,clawbio/claw-semantic-sim
clinical-trial-finder,clinical-trial-finder,clawbio,genomics,"Find clinical trials for a gene, variant, or condition from ClinicalTrials.gov + EUCTR, with FHIR R4 output",27,clawbio/clinical-trial-finder
